  495.77569 76880.37133 76890.26501
  508.96148 76880.34204 76890.50090
  500.41424 76880.22965 76890.38508
  496.41159 76880.28921 76890.25714
  503.36265 76880.46216 76890.23891
  524.46570 76880.21882 76890.07852
  542.15676 76880.09576 76890.08023
  506.07674 76880.57904 76890.32659
  517.96053 76880.39289 76890.03974
  517.83469 76880.44238 76890.10700
  510.25107 76880.56964 76890.42584
  502.46138 76880.51580 76890.28592
  496.27716 76880.24912 76890.37106
  496.37909 76880.47159 76890.35670
  511.53930 76880.44033 76890.18528
  490.52201 76880.30940 76890.35036
  511.10476 76880.52434 76890.22161
  541.17582 76880.09446 76890.09615
  506.14892 76880.32923 76890.17444
  505.38064 76880.44478 76890.22606
  521.93604 76880.52149 76890.11128
  526.26572 76880.22576 76890.01328
  529.94556 76880.15211 76890.12197
  502.31349 76880.38311 76890.22461
  519.25486 76880.45716 76890.09050
  500.55020 76880.46231 76890.41862
  493.66069 76880.26411 76890.33100
  538.32131 76880.13500 76890.06297
  493.31689 76880.26878 76890.32239
  499.89144 76880.41058 76890.25629
  532.72398 76880.13651 76890.50094
  492.63619 76880.36657 76890.38005
  511.44221 76880.45530 76890.18510
  518.72104 76880.13543 76890.25973
  508.10411 76880.30298 76890.14523
  535.69631 76880.11543 76890.49961
  495.34708 76880.40127 76890.29998
  500.91166 76880.33537 76890.45996
  498.65806 76880.26549 76890.25458
  504.90235 76880.44903 76890.45031
  525.93369 76880.57377 76890.11595
  501.55699 76880.43644 76890.25244
  503.39504 76880.49933 76890.25833
  506.53654 76880.49660 76890.23418
  503.24447 76880.19733 76890.32017
  504.41097 76880.52567 76890.26948
  494.34794 76880.28348 76890.28123
  522.16563 76880.20254 76890.12374
  490.75657 76880.31757 76890.31309
  523.81845 76880.09554 76890.25052
  514.83644 76880.35274 76890.04565
  496.22188 76880.32890 76890.24849
  527.07287 76880.10023 76890.22722
  513.89537 76880.18839 76890.45490
  533.12564 76880.11785 76890.48409
  514.47615 76880.16253 76890.24487
  513.94308 76880.20551 76890.21143
  513.43778 76880.36580 76890.10451
  516.30259 76880.12434 76890.36210
  522.01286 76880.17791 76890.15918
  528.74305 76880.14962 76890.49350
  507.06797 76880.47945 76890.45583
  533.17200 76880.12703 76890.14420
  499.61932 76880.23967 76890.39423
  523.58619 76880.22136 76890.08624
  491.02820 76880.29924 76890.32366
  521.58678 76880.17660 76890.17661
  509.65676 76880.30779 76890.12963
  494.44819 76880.38772 76890.38257
  504.90321 76880.40958 76890.45568
  522.01330 76880.43104 76890.02281
  530.01613 76880.57600 76890.04255
  523.52200 76880.21503 76890.09907
  506.11141 76880.37972 76890.19920
  509.58676 76880.49541 76890.46121
  508.05996 76880.34486 76890.13977
  514.44439 76880.16861 76890.44363
  525.22140 76880.20850 76890.08803
  528.02609 76880.10137 76890.22205
  515.17224 76880.36963 76890.08841
  500.43037 76880.51867 76890.33742
  499.53497 76880.24709 76890.26848
  525.25126 76880.49850 76890.01587
  506.46162 76880.34096 76890.16689
  529.58966 76880.16382 76890.10438
  505.66103 76880.51128 76890.42871
  513.99754 76880.33848 76890.05336
  521.01779 76880.26130 76890.01153
  526.78718 76880.58817 76890.12400
  491.46981 76880.29040 76890.33139
  509.63257 76880.26794 76890.16589
  512.31862 76880.28920 76890.11518
  509.79026 76880.28814 76890.13651
  497.75288 76880.44285 76890.29286
  496.64540 76880.45278 76890.37531
  493.93811 76880.30657 76890.40570
  516.42970 76880.54020 76890.47503
  497.51662 76880.37492 76890.42579
  510.70409 76880.55251 76890.44323
  525.93867 76880.53858 76890.08099
  507.69933 76880.57091 76890.27670
  499.30473 76880.29498 76890.23433
  497.25267 76880.39970 76890.40411
  511.46620 76880.56640 76890.43821
  516.79385 76880.49948 76890.49604
  499.82095 76880.22205 76890.34058
  520.40142 76880.47887 76890.08952
  520.29025 76880.52061 76890.50698
  526.56512 76880.52973 76890.03107
  516.40022 76880.29742 76890.03101
  514.46187 76880.52743 76890.47002
  518.97588 76880.54276 76890.15211
  517.77276 76880.26318 76890.06903
  517.44450 76880.34737 76890.00969
  512.47400 76880.40800 76890.49387
  504.12152 76880.24978 76890.44794
  510.55288 76880.19787 76890.23937
  503.37116 76880.42273 76890.44101
  512.08337 76880.42941 76890.17579
  514.30544 76880.34644 76890.06990
  517.99689 76880.39435 76890.04150
  494.37184 76880.39261 76890.30324
  499.46600 76880.29103 76890.44487
  518.23841 76880.10077 76890.36810
  519.92823 76880.26909 76890.01427
  523.89617 76880.09743 76890.42798
  496.28996 76880.42456 76890.36908
  512.22143 76880.14430 76890.32613
  517.42744 76880.19583 76890.19647
  513.73458 76880.26183 76890.12275
  506.57578 76880.56685 76890.39050
  498.15368 76880.45160 76890.28432
  534.12928 76880.11361 76890.15047
  496.58419 76880.42104 76890.30957
  522.14226 76880.54865 76890.12562
  499.84583 76880.35553 76890.22783
  505.05107 76880.48337 76890.44264
  513.63227 76880.18554 76890.45137
  506.45502 76880.17512 76890.37154
  534.29684 76880.15118 76890.05797
  499.02742 76880.27091 76890.24887
  497.56886 76880.23888 76890.32311
  522.54772 76880.49780 76890.04940
  499.89313 76880.31363 76890.45307
  501.41779 76880.27501 76890.44945
  539.01448 76880.13887 76890.03009
  524.81361 76880.53281 76890.09283
  521.79998 76880.41926 76890.02269
  520.99957 76880.18582 76890.15867
  516.51853 76880.45352 76890.11621
  509.91099 76880.45099 76890.19769
  510.09519 76880.26486 76890.15973
  516.04681 76880.28129 76890.06007
  518.27396 76880.09784 76890.32198
  507.64987 76880.54625 76890.25418
  507.37712 76880.24099 76890.45720
  526.38944 76880.51592 76890.02253
  509.14420 76880.43616 76890.47003
  541.11715 76880.09075 76890.09747
  514.15846 76880.56187 76890.22132
  492.73173 76880.32804 76890.27794
  512.53046 76880.56299 76890.44782
  517.22373 76880.16880 76890.45873
  542.11606 76880.09373 76890.05364
  500.07434 76880.50011 76890.38212
  516.98544 76880.27035 76890.05846
  527.14422 76880.19548 76890.08089
  497.09878 76880.42123 76890.37979
  520.15273 76880.46797 76890.07884
  505.96652 76880.21630 76890.42465
  513.55401 76880.55544 76890.22112
  506.93074 76880.43929 76890.45965
  524.55873 76880.51960 76890.08074
  512.64359 76880.38804 76890.50672
  509.31092 76880.30358 76890.49883
  512.34307 76880.46446 76890.16326
  511.41382 76880.48042 76890.47582
  527.65130 76880.14619 76890.18138
  503.95979 76880.25004 76890.44708
  514.56476 76880.29537 76890.08977
  519.09824 76880.56926 76890.47554
  509.52653 76880.45261 76890.47233
  499.28343 76880.29630 76890.44565
  522.35247 76880.09174 76890.41390
  498.88755 76880.24414 76890.27963
  541.90885 76880.10556 76890.07084
  512.26801 76880.15295 76890.28246
  505.94075 76880.19057 76890.39074
  519.97560 76880.43213 76890.07591
  507.07772 76880.35402 76890.16348
  520.93539 76880.57619 76890.18636
  539.07197 76880.09297 76890.11415
  505.44125 76880.17919 76890.32021
  507.89354 76880.50594 76890.23040
  504.63897 76880.23672 76890.43687
  515.02198 76880.45838 76890.50321
  515.00686 76880.35878 76890.07703
  505.37749 76880.42016 76890.22497
  496.99739 76880.27471 76890.41607
  503.44744 76880.55099 76890.37299
  519.56351 76880.09090 76890.29741
  519.96413 76880.16209 76890.21027
  510.53152 76880.52657 76890.45300
  521.58709 76880.18503 76890.14705
  509.72169 76880.57238 76890.25806
  519.99015 76880.42891 76890.05773
  503.62855 76880.21239 76890.39556
  511.37645 76880.22917 76890.20664
  541.61393 76880.10995 76890.06507
  510.38089 76880.15251 76890.31419
  525.24965 76880.14203 76890.20808
  511.00635 76880.58343 76890.41651
  518.08660 76880.25966 76890.08197
  518.85179 76880.25462 76890.07578
  490.58272 76880.30930 76890.35802
  503.39493 76880.47108 76890.24206
  512.78335 76880.47110 76890.16806
  507.27461 76880.30423 76890.48585
  531.00014 76880.16792 76890.04332
  490.67619 76880.30207 76890.33327
  515.96632 76880.58860 76890.44875
  502.10989 76880.52504 76890.37901
  503.71528 76880.35780 76890.46868
  523.00611 76880.53431 76890.11087
  507.19997 76880.53108 76890.25044
  494.07861 76880.35504 76890.26991
  537.43486 76880.09079 76890.50343
  529.15488 76880.17995 76890.07415
  513.04440 76880.40843 76890.49777
  522.44725 76880.42029 76890.01437
  493.40780 76880.26729 76890.36520
  507.53449 76880.27543 76890.47835
  496.48767 76880.44137 76890.36787
  521.92204 76880.51024 76890.10241
  495.63413 76880.26639 76890.28555
  529.26499 76880.20408 76890.01150
  520.69801 76880.54391 76890.49751
  507.81812 76880.19895 76890.42103
  507.02082 76880.34479 76890.48772
  491.11779 76880.32035 76890.30575
  530.54797 76880.13906 76890.14634
  520.53354 76880.46994 76890.04315
  533.67771 76880.10730 76890.17573
  511.50941 76880.50566 76890.20890
  493.00979 76880.37578 76890.37539
  503.07461 76880.32547 76890.20475
  507.60280 76880.43192 76890.21261
  497.47435 76880.28397 76890.25249
  506.65267 76880.57113 76890.29244
  508.07041 76880.31813 76890.14046
  520.98322 76880.53123 76890.12552
  504.17619 76880.21131 76890.39860
  517.38415 76880.48091 76890.11813
  507.28830 76880.38482 76890.19416
  501.55052 76880.52374 76890.30811
  515.49355 76880.31552 76890.03376
  490.78331 76880.30450 76890.35496
  492.23304 76880.28346 76890.36819
  497.95218 76880.36930 76890.43173
  492.13002 76880.28375 76890.32051
  504.03844 76880.34661 76890.47248
  504.98979 76880.50017 76890.43215
  491.69394 76880.30744 76890.37807
  518.47951 76880.21229 76890.14464
  501.52905 76880.50353 76890.28134
  492.24621 76880.36200 76890.37886
  524.51141 76880.22184 76890.03896
  503.60700 76880.22432 76890.26305
  514.38700 76880.23562 76890.16855
  530.90723 76880.09327 76890.20560
  495.70685 76880.33564 76890.42720
  512.57568 76880.51544 76890.46608
  504.60797 76880.48217 76890.23938
  501.30538 76880.52177 76890.30798
  535.53218 76880.14683 76890.08249
  541.42437 76880.10374 76890.08772
  544.95900 76880.10409 76890.00974
  500.98315 76880.21343 76890.35384
  498.27866 76880.39488 76890.41932
  533.90444 76880.11183 76890.15974
  496.85111 76880.46441 76890.30293
  524.80707 76880.14596 76890.46847
  524.66193 76880.23732 76890.01179
  500.40716 76880.29346 76890.45089
  503.52593 76880.46635 76890.23834
  497.13736 76880.39035 76890.41148
  530.23286 76880.12649 76890.47459
  514.17761 76880.41095 76890.12710
  509.94756 76880.20997 76890.44653
  493.46937 76880.34889 76890.27296
  515.28727 76880.47845 76890.49805
  507.89791 76880.46390 76890.21026
  519.96540 76880.54192 76890.13951
  535.86117 76880.13677 76890.10557
  499.43599 76880.50804 76890.35564
  511.00905 76880.27418 76890.49735
  529.76589 76880.57795 76890.08303
  516.93882 76880.38663 76890.07215
  508.75016 76880.53874 76890.43575
  531.12985 76880.16585 76890.05706
  514.73505 76880.44542 76890.13151
  506.81917 76880.50220 76890.44364
  500.83254 76880.40242 76890.43456
  501.49663 76880.53151 76890.35163
  511.70891 76880.16481 76890.41690
  501.91970 76880.53029 76890.36994
  516.60970 76880.51593 76890.16745
  492.93197 76880.36600 76890.38478
  498.29495 76880.43984 76890.28289
  539.59823 76880.14140 76890.01738
  501.13993 76880.36663 76890.22498
  506.21316 76880.57654 76890.31017
  518.48561 76880.46672 76890.10055
  493.49276 76880.30049 76890.39770
  525.01191 76880.21254 76890.05374
  512.29946 76880.46259 76890.16845
  493.23201 76880.36866 76890.29488
  516.51685 76880.28201 76890.04052
  506.69524 76880.43372 76890.21795
  524.79146 76880.52247 76890.08008
  512.69205 76880.26536 76890.12788
  506.87126 76880.35394 76890.17150
  523.15913 76880.47370 76890.01584
  506.19654 76880.24434 76890.22400
  517.84729 76880.56504 76890.20000
  498.03466 76880.24057 76890.30220
  501.39788 76880.28842 76890.22360
  516.89497 76880.27041 76890.05485
  497.58242 76880.25012 76890.28751
  534.53066 76880.15448 76890.03542
  495.76494 76880.31040 76890.42261
  518.67872 76880.51635 76890.13501
  510.08846 76880.39655 76890.16967
  490.27413 76880.32100 76890.34618
  516.28733 76880.13400 76890.29517
  492.49836 76880.34778 76890.28503
  512.75757 76880.47610 76890.48381
  501.60269 76880.38701 76890.44830
  513.38885 76880.44529 76890.49097
  506.35607 76880.35636 76890.18344
  535.63535 76880.09572 76890.14188
  490.22679 76880.34152 76890.32369
  502.83763 76880.24288 76890.24848
  522.50253 76880.45907 76890.01571
  518.03725 76880.09567 76890.34135
