0.00000000	1.00000000	2457927.38888954	1.00000000	1.22789855
0.00000000	1.00000000	2457927.38889069	1.00000000	0.74828255
0.00000000	1.00000000	2457927.38889185	1.00000000	1.58520284
0.00000000	1.00000000	2457927.38889301	1.00000000	0.96582485
0.00000000	1.00000000	2457927.38889416	1.00000000	0.90611014
0.00000000	1.00000000	2457927.38889532	1.00000000	0.74569950
0.00000000	1.00000000	2457927.38889648	1.00000000	0.78248620
0.00000000	1.00000000	2457927.38889764	1.00000000	0.75352832
0.00000000	1.00000000	2457927.38889880	1.00000000	1.24078683
0.00000000	1.00000000	2457927.38889995	1.00000000	1.09857018
0.00000000	1.00000000	2457927.38890109	1.00000000	1.02423437
0.00000000	1.00000000	2457927.38890227	1.00000000	0.87702470
0.00000000	1.00000000	2457927.38890343	1.00000000	1.41239388
0.00000000	1.00000000	2457927.38890458	1.00000000	0.95000896
0.00000000	1.00000000	2457927.38890574	1.00000000	0.82770535
0.00000000	1.00000000	2457927.38890690	1.00000000	0.72842388
0.00000000	1.00000000	2457927.38890806	1.00000000	0.83063125
0.00000000	1.00000000	2457927.38890921	1.00000000	0.82931071
0.00000000	1.00000000	2457927.38891036	1.00000000	1.38865229
0.00000000	1.00000000	2457927.38891152	1.00000000	0.85714773
0.00000000	1.00000000	2457927.38891269	1.00000000	1.41346355
0.00000000	1.00000000	2457927.38891384	1.00000000	0.59176381
0.00000000	1.00000000	2457927.38891500	1.00000000	1.09649109
0.00000000	1.00000000	2457927.38891616	1.00000000	0.99579594
0.00000000	1.00000000	2457927.38891730	1.00000000	1.06125116
0.00000000	1.00000000	2457927.38891847	1.00000000	1.14248785
0.00000000	1.00000000	2457927.38891963	1.00000000	1.09893240
0.00000000	1.00000000	2457927.38892079	1.00000000	1.25990750
0.00000000	1.00000000	2457927.38892194	1.00000000	0.80760342
0.00000000	1.00000000	2457927.38892309	1.00000000	0.75394618
0.00000000	1.00000000	2457927.38892424	1.00000000	1.13396446
0.00000000	1.00000000	2457927.38892542	1.00000000	0.93883353
0.00000000	1.00000000	2457927.38892657	1.00000000	0.67972196
