2457927.38872249	0.96267921
2457927.38872343	0.95054916
2457927.38872435	1.08353713
2457927.38872528	1.07155892
2457927.38872620	0.97775010
2457927.38872713	0.92649215
2457927.38872806	1.01549777
2457927.38872898	1.01805524
2457927.38872991	1.07636488
2457927.38873083	1.17506084
2457927.38873176	0.98991942
2457927.38873269	1.05140947
2457927.38873389	1.10799051
2457927.38873463	1.13794940
2457927.38873550	1.09163910
2457927.38873639	0.83219517
2457927.38873731	0.92890338
2457927.38873824	1.04728056
2457927.38873917	1.10020359
2457927.38874009	1.03960211
2457927.38874102	1.12951824
2457927.38874194	0.98740637
2457927.38874287	1.06273670
2457927.38874378	1.16695538
2457927.38874472	0.94066015
2457927.38874565	0.92577926
2457927.38874657	0.86994469
2457927.38874750	1.05242535
2457927.38874843	0.91551824
2457927.38874936	1.12567324
2457927.38875024	1.05090928
2457927.38875117	0.91790060
2457927.38875211	1.11071593
2457927.38875303	1.16327552
2457927.38875395	1.14977074
2457927.38875488	0.86271853
2457927.38875584	0.96768168
2457927.38875676	0.95466080
2457927.38875769	1.28636131
2457927.38875861	1.20876628
2457927.38875953	0.76536816
2457927.38876046	0.89327526
2457927.38876139	0.90185390
2457927.38876231	0.97114441
2457927.38876325	0.90769759
2457927.38876417	0.97443607
2457927.38876509	1.06915120
2457927.38876602	1.22179550
2457927.38876694	0.99898610
2457927.38876791	0.87796367
2457927.38876880	0.89138488
2457927.38876972	0.94025675
2457927.38877065	1.14114704
2457927.38877157	1.10662938
2457927.38877250	0.92436031
2457927.38877343	1.30683274
2457927.38877435	0.84337168
2457927.38877528	0.85785917
2457927.38877622	0.87944597
2457927.38877713	0.98931074
2457927.38877806	1.05304899
2457927.38877898	1.08727803
2457927.38877991	1.12935326
2457927.38878083	1.13511007
2457927.38878176	1.03591844
2457927.38878269	1.03843261
2457927.38878361	1.10039036
2457927.38878454	0.96748584
2457927.38878546	0.96865518
2457927.38878639	1.15397881
2457927.38878731	1.08571258
2457927.38878824	0.87480958
2457927.38878917	1.02125186
2457927.38879009	1.04495504
2457927.38879102	1.13825853
2457927.38879248	1.00342350
2457927.38879322	0.84447493
2457927.38879369	1.00639160
2457927.38879472	1.10486464
2457927.38879565	1.05175931
2457927.38879657	1.01733287
2457927.38879750	1.00366835
2457927.38879843	1.08526455
2457927.38879936	0.97102143
2457927.38880028	0.92533399
2457927.38880120	1.09034673
2457927.38880213	0.91518533
2457927.38880306	0.89067708
2457927.38880398	1.01508037
2457927.38880491	1.18676070
2457927.38880583	1.09093334
2457927.38880677	0.98790591
2457927.38880765	0.96970229
2457927.38880858	1.02153292
2457927.38880950	1.06739094
2457927.38881043	1.04654483
2457927.38881135	1.01113546
2457927.38881228	0.86345807
2457927.38881321	0.93118322
2457927.38881413	0.95470188
2457927.38881508	0.92808644
